Country,Year,Population
France,1993,59106166.0
France,1994,59327585.0
France,1995,59543659.0
France,1996,59756533.0
France,1997,59969944.0
France,1998,60192790.0
France,1999,60504420.0
France,2000,60921384.0
France,2001,61367388.0
France,2002,61816234.0
France,2003,62256970.0
France,2004,62716306.0
France,2005,63188395.0
France,2006,63628261.0
France,2007,64021737.0
France,2008,64379696.0
France,2009,64710879.0
France,2010,65030575.0
France,2011,65345233.0
France,2012,65662240.0
France,2013,66002289.0
France,2014,66312067.0
France,2015,66548272.0
France,2016,66724104.0
France,2017,66918020.0
France,2018,67158348.0
France,2019,67388001.0
France,2020,67571107.0
France,2021,67749632.0
France,2022,67935660.0
Switzerland,1980,6319408.0
Switzerland,1981,6354074.0
Switzerland,1982,6391309.0
Switzerland,1983,6418773.0
Switzerland,1984,6441865.0
Switzerland,1985,6470365.0
Switzerland,1986,6504124.0
Switzerland,1987,6545106.0
Switzerland,1988,6593386.0
Switzerland,1989,6646912.0
Switzerland,1990,6715519.0
Switzerland,1991,6799978.0
Switzerland,1992,6875364.0
Switzerland,1993,6938265.0
Switzerland,1994,6993795.0
Switzerland,1995,7040687.0
Switzerland,1996,7071850.0
Switzerland,1997,7088906.0
Switzerland,1998,7110001.0
Switzerland,1999,7143991.0
Switzerland,2000,7184250.0
Switzerland,2001,7229854.0
Switzerland,2002,7284753.0
Switzerland,2003,7339001.0
Switzerland,2004,7389625.0
Switzerland,2005,7437115.0
Switzerland,2006,7483934.0
Switzerland,2007,7551117.0
Switzerland,2008,7647675.0
Switzerland,2009,7743831.0
Switzerland,2010,7824909.0
Switzerland,2011,7912398.0
Switzerland,2012,7996861.0
Switzerland,2013,8089346.0
Switzerland,2014,8188649.0
Switzerland,2015,8282396.0
Switzerland,2016,8373338.0
Switzerland,2017,8451840.0
Switzerland,2018,8514329.0
Switzerland,2019,8575280.0
Switzerland,2020,8638167.0
Switzerland,2021,8703405.0
Switzerland,2022,8769741.0
Libya,1980,2962720.0
Libya,1981,3112015.0
Libya,1982,3265457.0
Libya,1983,3423592.0
Libya,1984,3564547.0
Libya,1985,3684313.0
Libya,1986,3800110.0
Libya,1987,3911939.0
Libya,1988,4021565.0
Libya,1989,4130042.0
Libya,1990,4236983.0
Libya,1991,4341971.0
Libya,1992,4444820.0
Libya,1993,4544970.0
Libya,1994,4641296.0
Libya,1995,4733063.0
Libya,1996,4820066.0
Libya,1997,4902346.0
Libya,1998,4980962.0
Libya,1999,5057998.0
Libya,2000,5154790.0
Libya,2001,5275916.0
Libya,2002,5405326.0
Libya,2003,5542641.0
Libya,2004,5687563.0
Libya,2005,5837986.0
Libya,2006,5973369.0
Libya,2007,6097177.0
Libya,2008,6228370.0
Libya,2009,6360191.0
Libya,2010,6491988.0
Libya,2011,6188132.0
Libya,2012,5869870.0
Libya,2013,5985221.0
Libya,2014,6097764.0
Libya,2015,6192235.0
Libya,2016,6282196.0
Libya,2017,6378261.0
Libya,2018,6477793.0
Libya,2019,6569088.0
Libya,2020,6653942.0
Libya,2021,6735277.0
Libya,2022,6812341.0
Qatar,1980,277450.0
Qatar,1981,294887.0
Qatar,1982,312608.0
Qatar,1983,330454.0
Qatar,1984,348241.0
Qatar,1985,365868.0
Qatar,1986,382328.0
Qatar,1987,397391.0
Qatar,1988,412142.0
Qatar,1989,426896.0
Qatar,1990,441675.0
Qatar,1991,456486.0
Qatar,1992,471293.0
Qatar,1993,486041.0
Qatar,1994,500683.0
Qatar,1995,515133.0
Qatar,1996,529265.0
Qatar,1997,550591.0
Qatar,1998,580997.0
Qatar,1999,613302.0
Qatar,2000,645937.0
Qatar,2001,678831.0
Qatar,2002,713186.0
Qatar,2003,748525.0
Qatar,2004,777943.0
Qatar,2005,848710.0
Qatar,2006,1015060.0
Qatar,2007,1231893.0
Qatar,2008,1444277.0
Qatar,2009,1610274.0
Qatar,2010,1713504.0
Qatar,2011,1804171.0
Qatar,2012,1905660.0
Qatar,2013,2035501.0
Qatar,2014,2214465.0
Qatar,2015,2414573.0
Qatar,2016,2595166.0
Qatar,2017,2711755.0
Qatar,2018,2766732.0
Qatar,2019,2807235.0
Qatar,2020,2760385.0
Qatar,2021,2688235.0
Qatar,2022,2695122.0
Turkiye,1980,44089069.0
Turkiye,1981,44981877.0
Turkiye,1982,45949991.0
Turkiye,1983,47026425.0
Turkiye,1984,48106764.0
Turkiye,1985,49175673.0
Turkiye,1986,50223885.0
Turkiye,1987,51250152.0
Turkiye,1988,52275890.0
Turkiye,1989,53305234.0
Turkiye,1990,54324142.0
Turkiye,1991,55321172.0
Turkiye,1992,56302037.0
Turkiye,1993,57296008.0
Turkiye,1994,58310245.0
Turkiye,1995,59305490.0
Turkiye,1996,60293786.0
Turkiye,1997,61277426.0
Turkiye,1998,62242204.0
Turkiye,1999,63185615.0
Turkiye,2000,64113547.0
Turkiye,2001,65072018.0
Turkiye,2002,65988663.0
Turkiye,2003,66867327.0
Turkiye,2004,67785075.0
Turkiye,2005,68704715.0
Turkiye,2006,69601333.0
Turkiye,2007,70468869.0
Turkiye,2008,71320726.0
Turkiye,2009,72225639.0
Turkiye,2010,73195345.0
Turkiye,2011,74173854.0
Turkiye,2012,75277439.0
Turkiye,2013,76576117.0
Turkiye,2014,78112073.0
Turkiye,2015,79646178.0
Turkiye,2016,81019394.0
Turkiye,2017,82089826.0
Turkiye,2018,82809304.0
Turkiye,2019,83481684.0
Turkiye,2020,84135428.0
Turkiye,2021,84775404.0
Turkiye,2022,85341241.0
New Zealand,1980,3112900.0
New Zealand,1981,3124900.0
New Zealand,1982,3156100.0
New Zealand,1983,3199300.0
New Zealand,1984,3227100.0
New Zealand,1985,3247100.0
New Zealand,1986,3246300.0
New Zealand,1987,3274400.0
New Zealand,1988,3283400.0
New Zealand,1989,3299200.0
New Zealand,1990,3329800.0
New Zealand,1991,3495100.0
New Zealand,1992,3531700.0
New Zealand,1993,3572200.0
New Zealand,1994,3620000.0
New Zealand,1995,3673400.0
New Zealand,1996,3732000.0
New Zealand,1997,3781300.0
New Zealand,1998,3815000.0
New Zealand,1999,3835100.0
New Zealand,2000,3857700.0
New Zealand,2001,3880500.0
New Zealand,2002,3948500.0
New Zealand,2003,4027200.0
New Zealand,2004,4087500.0
New Zealand,2005,4133900.0
New Zealand,2006,4184600.0
New Zealand,2007,4223800.0
New Zealand,2008,4259800.0
New Zealand,2009,4302600.0
New Zealand,2010,4350700.0
New Zealand,2011,4384000.0
New Zealand,2012,4408100.0
New Zealand,2013,4442100.0
New Zealand,2014,4516500.0
New Zealand,2015,4609400.0
New Zealand,2016,4714100.0
New Zealand,2017,4813600.0
New Zealand,2018,4900600.0
New Zealand,2019,4979200.0
New Zealand,2020,5090200.0
New Zealand,2021,5111400.0
New Zealand,2022,5124100.0
Italy,1980,56433883.0
Italy,1981,56501675.0
Italy,1982,56543548.0
Italy,1983,56564074.0
Italy,1984,56576718.0
Italy,1985,56593071.0
Italy,1986,56596155.0
Italy,1987,56601931.0
Italy,1988,56629288.0
Italy,1989,56671781.0
Italy,1990,56719240.0
Italy,1991,56758521.0
Italy,1992,56797087.0
Italy,1993,56831821.0
Italy,1994,56843400.0
Italy,1995,56844303.0
Italy,1996,56860281.0
Italy,1997,56890372.0
Italy,1998,56906744.0
Italy,1999,56916317.0
Italy,2000,56942108.0
Italy,2001,56974100.0
Italy,2002,57059007.0
Italy,2003,57313203.0
Italy,2004,57685327.0
Italy,2005,57969484.0
Italy,2006,58143979.0
Italy,2007,58438310.0
Italy,2008,58826731.0
Italy,2009,59095365.0
Italy,2010,59277417.0
Italy,2011,59379449.0
Italy,2012,59539717.0
Italy,2013,60233948.0
Italy,2014,60789140.0
Italy,2015,60730582.0
Italy,2016,60627498.0
Italy,2017,60536709.0
Italy,2018,60421760.0
Italy,2019,59729081.0
Italy,2020,59438851.0
Italy,2021,59109668.0
Italy,2022,58856847.0
Oman,1980,1017462.0
Oman,1981,1075624.0
Oman,1982,1138301.0
Oman,1983,1204626.0
Oman,1984,1273306.0
Oman,1985,1353289.0
Oman,1986,1443446.0
Oman,1987,1533351.0
Oman,1988,1623433.0
Oman,1989,1713838.0
Oman,1990,1804524.0
Oman,1991,1895187.0
Oman,1992,1985227.0
Oman,1993,2071868.0
Oman,1994,2133675.0
Oman,1995,2172672.0
Oman,1996,2209958.0
Oman,1997,2245588.0
Oman,1998,2279727.0
Oman,1999,2312600.0
Oman,2000,2344253.0
Oman,2001,2374653.0
Oman,2002,2403659.0
Oman,2003,2431600.0
Oman,2004,2468855.0
Oman,2005,2515192.0
Oman,2006,2560649.0
Oman,2007,2605700.0
Oman,2008,2651028.0
Oman,2009,2697537.0
Oman,2010,2881914.0
Oman,2011,3206870.0
Oman,2012,3535579.0
Oman,2013,3816680.0
Oman,2014,4009267.0
Oman,2015,4191776.0
Oman,2016,4398070.0
Oman,2017,4541854.0
Oman,2018,4601157.0
Oman,2019,4602768.0
Oman,2020,4543399.0
Oman,2021,4520471.0
Oman,2022,4576298.0
Australia,1980,14692000.0
Australia,1981,14923260.0
Australia,1982,15184247.0
Australia,1983,15393472.0
Australia,1984,15579391.0
Australia,1985,15788312.0
Australia,1986,16018350.0
Australia,1987,16263874.0
Australia,1988,16532164.0
Australia,1989,16814416.0
Australia,1990,17065128.0
Australia,1991,17284036.0
Australia,1992,17478635.0
Australia,1993,17634808.0
Australia,1994,17805468.0
Australia,1995,18004882.0
Australia,1996,18224767.0
Australia,1997,18423037.0
Australia,1998,18607584.0
Australia,1999,18812264.0
Australia,2000,19028802.0
Australia,2001,19274701.0
Australia,2002,19495210.0
Australia,2003,19720737.0
Australia,2004,19932722.0
Australia,2005,20176844.0
Australia,2006,20450966.0
Australia,2007,20827622.0
Australia,2008,21249199.0
Australia,2009,21691653.0
Australia,2010,22031750.0
Australia,2011,22340024.0
Australia,2012,22733465.0
Australia,2013,23128129.0
Australia,2014,23475686.0
Australia,2015,23815995.0
Australia,2016,24190907.0
Australia,2017,24594202.0
Australia,2018,24966643.0
Australia,2019,25340217.0
Australia,2020,25655289.0
Australia,2021,25688079.0
Australia,2022,25978935.0
Iraq,1980,13653369.0
Iraq,1981,14067260.0
Iraq,1982,14467682.0
Iraq,1983,14903737.0
Iraq,1984,15377032.0
Iraq,1985,15753856.0
Iraq,1986,16148221.0
Iraq,1987,16598019.0
Iraq,1988,16987346.0
Iraq,1989,17442590.0
Iraq,1990,17658381.0
Iraq,1991,17846378.0
Iraq,1992,18385673.0
Iraq,1993,19295818.0
Iraq,1994,20248073.0
Iraq,1995,20948858.0
Iraq,1996,21639332.0
Iraq,1997,22330770.0
Iraq,1998,23053488.0
Iraq,1999,23820734.0
Iraq,2000,24628858.0
Iraq,2001,25425663.0
Iraq,2002,26255343.0
Iraq,2003,27068823.0
Iraq,2004,27858948.0
Iraq,2005,28698684.0
Iraq,2006,28905607.0
Iraq,2007,28660887.0
Iraq,2008,29218381.0
Iraq,2009,30289040.0
Iraq,2010,31264875.0
Iraq,2011,32378061.0
Iraq,2012,33864447.0
Iraq,2013,35481800.0
Iraq,2014,36746488.0
Iraq,2015,37757813.0
Iraq,2016,38697943.0
Iraq,2017,39621162.0
Iraq,2018,40590700.0
Iraq,2019,41563520.0
Iraq,2020,42556984.0
Iraq,2021,43533592.0
Iraq,2022,44496122.0
Germany,1980,78288576.0
Germany,1981,78407907.0
Germany,1982,78333366.0
Germany,1983,78128282.0
Germany,1984,77858685.0
Germany,1985,77684873.0
Germany,1986,77720436.0
Germany,1987,77839920.0
Germany,1988,78144619.0
Germany,1989,78751283.0
Germany,1990,79433029.0
Germany,1991,80013896.0
Germany,1992,80624598.0
Germany,1993,81156363.0
Germany,1994,81438348.0
Germany,1995,81678051.0
Germany,1996,81914831.0
Germany,1997,82034771.0
Germany,1998,82047195.0
Germany,1999,82100243.0
Germany,2000,82211508.0
Germany,2001,82349925.0
Germany,2002,82488495.0
Germany,2003,82534176.0
Germany,2004,82516260.0
Germany,2005,82469422.0
Germany,2006,82376451.0
Germany,2007,82266372.0
Germany,2008,82110097.0
Germany,2009,81902307.0
Germany,2010,81776930.0
Germany,2011,80274983.0
Germany,2012,80425823.0
Germany,2013,80645605.0
Germany,2014,80982500.0
Germany,2015,81686611.0
Germany,2016,82348669.0
Germany,2017,82657002.0
Germany,2018,82905782.0
Germany,2019,83092962.0
Germany,2020,83160871.0
Germany,2021,83196078.0
Germany,2022,84079811.0
Finland,1980,4779535.0
Finland,1981,4799964.0
Finland,1982,4826933.0
Finland,1983,4855787.0
Finland,1984,4881803.0
Finland,1985,4902206.0
Finland,1986,4918154.0
Finland,1987,4932123.0
Finland,1988,4946481.0
Finland,1989,4964371.0
Finland,1990,4986431.0
Finland,1991,5013740.0
Finland,1992,5041992.0
Finland,1993,5066447.0
Finland,1994,5088333.0
Finland,1995,5107790.0
Finland,1996,5124573.0
Finland,1997,5139835.0
Finland,1998,5153498.0
Finland,1999,5165474.0
Finland,2000,5176209.0
Finland,2001,5188008.0
Finland,2002,5200598.0
Finland,2003,5213014.0
Finland,2004,5228172.0
Finland,2005,5246096.0
Finland,2006,5266268.0
Finland,2007,5288720.0
Finland,2008,5313399.0
Finland,2009,5338871.0
Finland,2010,5363352.0
Finland,2011,5388272.0
Finland,2012,5413971.0
Finland,2013,5438972.0
Finland,2014,5461512.0
Finland,2015,5479531.0
Finland,2016,5495303.0
Finland,2017,5508214.0
Finland,2018,5515525.0
Finland,2019,5521606.0
Finland,2020,5529543.0
Finland,2021,5541017.0
Finland,2022,5556880.0
Chile,1980,11469828.0
Chile,1981,11637613.0
Chile,1982,11807408.0
Chile,1983,11976513.0
Chile,1984,12147758.0
Chile,1985,12326396.0
Chile,1986,12514502.0
Chile,1987,12712784.0
Chile,1988,12918389.0
Chile,1989,13128619.0
Chile,1990,13342868.0
Chile,1991,13561945.0
Chile,1992,13782297.0
Chile,1993,13998386.0
Chile,1994,14210674.0
Chile,1995,14416796.0
Chile,1996,14615483.0
Chile,1997,14809289.0
Chile,1998,14996742.0
Chile,1999,15176410.0
Chile,2000,15351799.0
Chile,2001,15523978.0
Chile,2002,15693790.0
Chile,2003,15859112.0
Chile,2004,16017966.0
Chile,2005,16175311.0
Chile,2006,16334575.0
Chile,2007,16495538.0
Chile,2008,16661462.0
Chile,2009,16833447.0
Chile,2010,17004162.0
Chile,2011,17173573.0
Chile,2012,17341771.0
Chile,2013,17509925.0
Chile,2014,17687108.0
Chile,2015,17870124.0
Chile,2016,18083879.0
Chile,2017,18368577.0
Chile,2018,18701450.0
Chile,2019,19039485.0
Chile,2020,19300315.0
Chile,2021,19493184.0
Chile,2022,19603733.0
Pakistan,1980,80624057.0
Pakistan,1981,84270202.0
Pakistan,1982,87828198.0
Pakistan,1983,91080372.0
Pakistan,1984,94003867.0
Pakistan,1985,97121552.0
Pakistan,1986,100618523.0
Pakistan,1987,104251093.0
Pakistan,1988,107967838.0
Pakistan,1989,111670386.0
Pakistan,1990,115414069.0
Pakistan,1991,119203569.0
Pakistan,1992,122375179.0
Pakistan,1993,125546615.0
Pakistan,1994,129245139.0
Pakistan,1995,133117476.0
Pakistan,1996,137234810.0
Pakistan,1997,141330267.0
Pakistan,1998,145476106.0
Pakistan,1999,149694462.0
Pakistan,2000,154369924.0
Pakistan,2001,159217727.0
Pakistan,2002,163262807.0
Pakistan,2003,166876680.0
Pakistan,2004,170648620.0
Pakistan,2005,174372098.0
Pakistan,2006,178069984.0
Pakistan,2007,181924521.0
Pakistan,2008,185931955.0
Pakistan,2009,190123222.0
Pakistan,2010,194454498.0
Pakistan,2011,198602738.0
Pakistan,2012,202205861.0
Pakistan,2013,205337562.0
Pakistan,2014,208251628.0
Pakistan,2015,210969298.0
Pakistan,2016,213524840.0
Pakistan,2017,216379655.0
Pakistan,2018,219731479.0
Pakistan,2019,223293280.0
Pakistan,2020,227196741.0
Pakistan,2021,231402117.0
Pakistan,2022,235824862.0
Bolivia,1980,5736088.0
Bolivia,1981,5862990.0
Bolivia,1982,5991118.0
Bolivia,1983,6120620.0
Bolivia,1984,6251926.0
Bolivia,1985,6385630.0
Bolivia,1986,6521983.0
Bolivia,1987,6661434.0
Bolivia,1988,6804072.0
Bolivia,1989,6949139.0
Bolivia,1990,7096194.0
Bolivia,1991,7244891.0
Bolivia,1992,7394419.0
Bolivia,1993,7544489.0
Bolivia,1994,7693722.0
Bolivia,1995,7841471.0
Bolivia,1996,7989367.0
Bolivia,1997,8137619.0
Bolivia,1998,8286928.0
Bolivia,1999,8439052.0
Bolivia,2000,8592656.0
Bolivia,2001,8746084.0
Bolivia,2002,8900583.0
Bolivia,2003,9057378.0
Bolivia,2004,9216279.0
Bolivia,2005,9377388.0
Bolivia,2006,9542663.0
Bolivia,2007,9711152.0
Bolivia,2008,9880593.0
Bolivia,2009,10051317.0
Bolivia,2010,10223270.0
Bolivia,2011,10396246.0
Bolivia,2012,10569697.0
Bolivia,2013,10743349.0
Bolivia,2014,10916987.0
Bolivia,2015,11090085.0
Bolivia,2016,11263015.0
Bolivia,2017,11435533.0
Bolivia,2018,11606905.0
Bolivia,2019,11777315.0
Bolivia,2020,11936162.0
Bolivia,2021,12079472.0
Bolivia,2022,12224110.0
Azerbaijan,1980,6160500.0
Azerbaijan,1981,6257750.0
Azerbaijan,1982,6357550.0
Azerbaijan,1983,6459800.0
Azerbaijan,1984,6567850.0
Azerbaijan,1985,6670150.0
Azerbaijan,1986,6770300.0
Azerbaijan,1987,6875350.0
Azerbaijan,1988,6974600.0
Azerbaijan,1989,7076550.0
Azerbaijan,1990,7175200.0
Azerbaijan,1991,7271300.0
Azerbaijan,1992,7382050.0
Azerbaijan,1993,7494800.0
Azerbaijan,1994,7596550.0
Azerbaijan,1995,7684850.0
Azerbaijan,1996,7763000.0
Azerbaijan,1997,7838250.0
Azerbaijan,1998,7913000.0
Azerbaijan,1999,7982750.0
Azerbaijan,2000,8048600.0
Azerbaijan,2001,8111200.0
Azerbaijan,2002,8171950.0
Azerbaijan,2003,8234100.0
Azerbaijan,2004,8306500.0
Azerbaijan,2005,8391850.0
Azerbaijan,2006,8484550.0
Azerbaijan,2007,8581300.0
Azerbaijan,2008,8763400.0
Azerbaijan,2009,8947243.0
Azerbaijan,2010,9054332.0
Azerbaijan,2011,9173082.0
Azerbaijan,2012,9295784.0
Azerbaijan,2013,9416801.0
Azerbaijan,2014,9535079.0
Azerbaijan,2015,9649341.0
Azerbaijan,2016,9757812.0
Azerbaijan,2017,9854033.0
Azerbaijan,2018,9939771.0
Azerbaijan,2019,10024283.0
Azerbaijan,2020,10093121.0
Azerbaijan,2021,10137750.0
Azerbaijan,2022,10175016.0
South Africa,1980,29463549.0
South Africa,1981,30232561.0
South Africa,1982,31022417.0
South Africa,1983,31865176.0
South Africa,1984,32768207.0
South Africa,1985,33752964.0
South Africa,1986,34877834.0
South Africa,1987,36119333.0
South Africa,1988,37393853.0
South Africa,1989,38668684.0
South Africa,1990,39877570.0
South Africa,1991,40910959.0
South Africa,1992,41760755.0
South Africa,1993,42525440.0
South Africa,1994,43267982.0
South Africa,1995,43986084.0
South Africa,1996,44661603.0
South Africa,1997,45285048.0
South Africa,1998,45852166.0
South Africa,1999,46364681.0
South Africa,2000,46813266.0
South Africa,2001,47229714.0
South Africa,2002,47661514.0
South Africa,2003,48104048.0
South Africa,2004,48556071.0
South Africa,2005,49017147.0
South Africa,2006,49491756.0
South Africa,2007,49996094.0
South Africa,2008,50565812.0
South Africa,2009,51170779.0
South Africa,2010,51784921.0
South Africa,2011,52443325.0
South Africa,2012,53145033.0
South Africa,2013,53873616.0
South Africa,2014,54729551.0
South Africa,2015,55876504.0
South Africa,2016,56422274.0
South Africa,2017,56641209.0
South Africa,2018,57339635.0
South Africa,2019,58087055.0
South Africa,2020,58801927.0
South Africa,2021,59392255.0
South Africa,2022,59893885.0
Turkmenistan,1980,2862903.0
Turkmenistan,1981,2932934.0
Turkmenistan,1982,3005972.0
Turkmenistan,1983,3082202.0
Turkmenistan,1984,3162165.0
Turkmenistan,1985,3246887.0
Turkmenistan,1986,3336773.0
Turkmenistan,1987,3430501.0
Turkmenistan,1988,3525110.0
Turkmenistan,1989,3621303.0
Turkmenistan,1990,3720278.0
Turkmenistan,1991,3821782.0
Turkmenistan,1992,3926369.0
Turkmenistan,1993,4031698.0
Turkmenistan,1994,4133037.0
Turkmenistan,1995,4226623.0
Turkmenistan,1996,4301093.0
Turkmenistan,1997,4363672.0
Turkmenistan,1998,4431517.0
Turkmenistan,1999,4501079.0
Turkmenistan,2000,4569132.0
Turkmenistan,2001,4635094.0
Turkmenistan,2002,4698968.0
Turkmenistan,2003,4758988.0
Turkmenistan,2004,4819792.0
Turkmenistan,2005,4885775.0
Turkmenistan,2006,4954029.0
Turkmenistan,2007,5024894.0
Turkmenistan,2008,5100083.0
Turkmenistan,2009,5180957.0
Turkmenistan,2010,5267970.0
Turkmenistan,2011,5360811.0
Turkmenistan,2012,5458682.0
Turkmenistan,2013,5560095.0
Turkmenistan,2014,5663152.0
Turkmenistan,2015,5766431.0
Turkmenistan,2016,5868561.0
Turkmenistan,2017,5968383.0
Turkmenistan,2018,6065066.0
Turkmenistan,2019,6158420.0
Turkmenistan,2020,6250438.0
Turkmenistan,2021,6341855.0
Turkmenistan,2022,6430770.0
Philippines,1980,48419546.0
Philippines,1981,49679330.0
Philippines,1982,50938522.0
Philippines,1983,52219685.0
Philippines,1984,53514959.0
Philippines,1985,54812660.0
Philippines,1986,56109838.0
Philippines,1987,57415175.0
Philippines,1988,58755923.0
Philippines,1989,60127343.0
Philippines,1990,61558898.0
Philippines,1991,63039751.0
Philippines,1992,64543525.0
Philippines,1993,66083321.0
Philippines,1994,67650283.0
Philippines,1995,69250468.0
Philippines,1996,70944969.0
Philippines,1997,72718837.0
Philippines,1998,74491918.0
Philippines,1999,76249064.0
Philippines,2000,77958223.0
Philippines,2001,79626086.0
Philippines,2002,81285572.0
Philippines,2003,82942837.0
Philippines,2004,84607501.0
Philippines,2005,86261250.0
Philippines,2006,87901835.0
Philippines,2007,89561377.0
Philippines,2008,91252326.0
Philippines,2009,92946951.0
Philippines,2010,94636700.0
Philippines,2011,96337913.0
Philippines,2012,98032317.0
Philippines,2013,99700107.0
Philippines,2014,101325201.0
Philippines,2015,103031365.0
Philippines,2016,104875266.0
Philippines,2017,106738501.0
Philippines,2018,108568836.0
Philippines,2019,110380804.0
Philippines,2020,112190977.0
Philippines,2021,113880328.0
Philippines,2022,115559009.0
Israel,1980,3878000.0
Israel,1981,3956000.0
Israel,1982,4031000.0
Israel,1983,4105000.0
Israel,1984,4159000.0
Israel,1985,4233000.0
Israel,1986,4299000.0
Israel,1987,4369000.0
Israel,1988,4442000.0
Israel,1989,4518000.0
Israel,1990,4660000.0
Israel,1991,4949000.0
Israel,1992,5123000.0
Israel,1993,5261000.0
Israel,1994,5399000.0
Israel,1995,5545000.0
Israel,1996,5692000.0
Israel,1997,5836000.0
Israel,1998,5971000.0
Israel,1999,6125000.0
Israel,2000,6289000.0
Israel,2001,6439000.0
Israel,2002,6570000.0
Israel,2003,6689700.0
Israel,2004,6809000.0
Israel,2005,6930100.0
Israel,2006,7053700.0
Israel,2007,7180100.0
Israel,2008,7308800.0
Israel,2009,7485600.0
Israel,2010,7623600.0
Israel,2011,7765800.0
Israel,2012,7910500.0
Israel,2013,8059500.0
Israel,2014,8215700.0
Israel,2015,8380100.0
Israel,2016,8546000.0
Israel,2017,8713300.0
Israel,2018,8882800.0
Israel,2019,9054000.0
Israel,2020,9215100.0
Israel,2021,9364700.0
Israel,2022,9550600.0
Malaysia,1980,13215707.0
Malaysia,1981,13564594.0
Malaysia,1982,13921029.0
Malaysia,1983,14292862.0
Malaysia,1984,14686454.0
Malaysia,1985,15108135.0
Malaysia,1986,15558740.0
Malaysia,1987,16033103.0
Malaysia,1988,16524616.0
Malaysia,1989,17020143.0
Malaysia,1990,17517054.0
Malaysia,1991,18017464.0
Malaysia,1992,18526708.0
Malaysia,1993,19050077.0
Malaysia,1994,19588703.0
Malaysia,1995,20136888.0
Malaysia,1996,20689051.0
Malaysia,1997,21249178.0
Malaysia,1998,21810542.0
Malaysia,1999,22368655.0
Malaysia,2000,22945150.0
Malaysia,2001,23542517.0
Malaysia,2002,24142445.0
Malaysia,2003,24739411.0
Malaysia,2004,25333247.0
Malaysia,2005,25923536.0
Malaysia,2006,26509413.0
Malaysia,2007,27092604.0
Malaysia,2008,27664296.0
Malaysia,2009,28217204.0
Malaysia,2010,28717731.0
Malaysia,2011,29184133.0
Malaysia,2012,29660212.0
Malaysia,2013,30134807.0
Malaysia,2014,30606459.0
Malaysia,2015,31068833.0
Malaysia,2016,31526418.0
Malaysia,2017,31975806.0
Malaysia,2018,32399271.0
Malaysia,2019,32804020.0
Malaysia,2020,33199993.0
Malaysia,2021,33573874.0
Malaysia,2022,33938221.0
Ireland,1980,3412800.0
Ireland,1981,3453000.0
Ireland,1982,3485800.0
Ireland,1983,3510600.0
Ireland,1984,3532423.0
Ireland,1985,3538082.0
Ireland,1986,3539690.0
Ireland,1987,3540057.0
Ireland,1988,3524949.0
Ireland,1989,3511009.0
Ireland,1990,3513974.0
Ireland,1991,3534235.0
Ireland,1992,3558430.0
Ireland,1993,3576261.0
Ireland,1994,3590386.0
Ireland,1995,3608841.0
Ireland,1996,3637510.0
Ireland,1997,3674171.0
Ireland,1998,3712696.0
Ireland,1999,3754786.0
Ireland,2000,3805174.0
Ireland,2001,3866243.0
Ireland,2002,3931947.0
Ireland,2003,3996521.0
Ireland,2004,4070262.0
Ireland,2005,4159914.0
Ireland,2006,4273591.0
Ireland,2007,4398942.0
Ireland,2008,4489544.0
Ireland,2009,4535375.0
Ireland,2010,4560155.0
Ireland,2011,4580084.0
Ireland,2012,4599533.0
Ireland,2013,4623816.0
Ireland,2014,4657740.0
Ireland,2015,4701957.0
Ireland,2016,4755335.0
Ireland,2017,4807388.0
Ireland,2018,4867316.0
Ireland,2019,4934340.0
Ireland,2020,4985382.0
Ireland,2021,5033165.0
Ireland,2022,5086988.0
Poland,1980,35574150.0
Poland,1981,35898587.0
Poland,1982,36230481.0
Poland,1983,36571808.0
Poland,1984,36904134.0
Poland,1985,37201885.0
Poland,1986,37456119.0
Poland,1987,37668045.0
Poland,1988,37824487.0
Poland,1989,37961529.0
Poland,1990,38110782.0
Poland,1991,38246193.0
Poland,1992,38363667.0
Poland,1993,38461408.0
Poland,1994,38542652.0
Poland,1995,38594998.0
Poland,1996,38624370.0
Poland,1997,38649660.0
Poland,1998,38663481.0
Poland,1999,38660271.0
Poland,2000,38258629.0
Poland,2001,38248076.0
Poland,2002,38230364.0
Poland,2003,38204570.0
Poland,2004,38182222.0
Poland,2005,38165445.0
Poland,2006,38141267.0
Poland,2007,38120560.0
Poland,2008,38125759.0
Poland,2009,38151603.0
Poland,2010,38042794.0
Poland,2011,38063255.0
Poland,2012,38063164.0
Poland,2013,38040196.0
Poland,2014,38011735.0
Poland,2015,37986412.0
Poland,2016,37970087.0
Poland,2017,37974826.0
Poland,2018,37974750.0
Poland,2019,37965475.0
Poland,2020,37899070.0
Poland,2021,37747124.0
Poland,2022,37561599.0
Tunisia,1980,6578156.0
Tunisia,1981,6744050.0
Tunisia,1982,6914963.0
Tunisia,1983,7091270.0
Tunisia,1984,7279157.0
Tunisia,1985,7476092.0
Tunisia,1986,7675499.0
Tunisia,1987,7874302.0
Tunisia,1988,8068788.0
Tunisia,1989,8256396.0
Tunisia,1990,8440023.0
Tunisia,1991,8622853.0
Tunisia,1992,8802540.0
Tunisia,1993,8977173.0
Tunisia,1994,9143141.0
Tunisia,1995,9294102.0
Tunisia,1996,9430550.0
Tunisia,1997,9557948.0
Tunisia,1998,9677148.0
Tunisia,1999,9788067.0
